task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/155,hybrid,gemma-31b:zero_shot,32,0,0,32,1.0,81.08,66.67,0.0,2.6,75.49,6.55,0.207,3,1,4,0.0,0.567,1613,1625,4534
HumanEval/148,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,94.84,0.62,0.115,5,0,3,0.0,0.525,952,589,10218
HumanEval/155,competitive,gemma-31b:zero_shot,13,0,0,13,1.0,100.0,100.0,0.4,2.0,81.86,1.64,0.144,2,0,4,0.0,0.5,136,224,829
HumanEval/149,adversarial,gemma-31b:zero_shot,10,1,0,11,0.909,76.32,0.0,1.0,2.27,73.24,3.29,0.026,0,0,0,1.0,0.0,531,1373,4382
HumanEval/163,coa,gemma-31b:zero_shot,9,0,0,9,1.0,100.0,100.0,0.75,2.0,76.88,2.09,0.183,9,0,3,0.0,0.625,780,465,8590
HumanEval/142,swarm,gemma-31b:cot,2,1,0,3,0.667,100.0,100.0,1.0,2.0,100.0,0.79,0.089,1,0,4,0.0,0.475,851,944,5016
HumanEval/141,competitive,gemma-31b:few_shot,31,0,0,31,1.0,100.0,100.0,0.25,2.0,100.0,1.86,0.055,2,0,4,0.0,0.5,294,457,1402
HumanEval/141,baseline,gemma-31b:scot,28,0,0,28,1.0,100.0,100.0,0.5,2.33,93.93,2.23,0.033,5,1,4,0.0,0.617,364,934,1950
HumanEval/150,baseline,gemma-31b:cot,32,0,0,32,1.0,100.0,100.0,0.5,2.25,83.37,5.5,0.087,10,0,4,0.0,0.7,208,864,1747
HumanEval/143,baseline,gemma-31b:scot,10,0,0,10,1.0,75.51,0.0,0.667,2.58,66.01,2.7,0.051,0,0,0,1.0,0.0,483,1269,2940
HumanEval/153,self_healing,gemma-31b:scot,0,0,0,0,0.0,8.11,0.0,1.0,8.0,90.88,0.89,0.568,0,0,0,1.0,0.0,1580,670,8535
HumanEval/143,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.333,2.0,90.98,1.2,0.063,1,0,3,0.0,0.425,739,335,4097
HumanEval/140,soa,gemma-31b:scot,24,0,0,24,1.0,100.0,100.0,0.25,2.0,100.0,2.5,0.019,2,0,4,0.0,0.5,1067,478,7083
HumanEval/154,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,92.31,87.5,0.5,2.0,69.94,0.47,0.052,5,1,3,0.0,0.567,186,38,1854
HumanEval/142,competitive,gemma-31b:few_shot,13,0,0,13,1.0,100.0,100.0,0.6,2.0,86.34,2.26,0.04,1,0,4,0.0,0.475,235,941,2196
HumanEval/142,soa,gemma-31b:few_shot,25,0,0,25,1.0,100.0,100.0,0.6,1.67,97.95,2.84,0.056,1,0,4,0.0,0.475,735,1195,7064
HumanEval/157,atomic_swarm,gemma-31b:cot,1,2,0,3,0.333,100.0,100.0,1.0,2.0,67.75,0.73,0.148,7,1,3,0.0,0.617,164,37,1527
HumanEval/153,swarm,gemma-31b:few_shot,3,0,0,3,1.0,95.65,83.33,0.0,2.0,79.74,0.33,0.057,2,0,4,0.0,0.5,1288,1231,12728
HumanEval/162,adversarial,gemma-31b:cot,12,0,0,12,1.0,100.0,100.0,0.25,2.2,55.24,4.18,0.079,0,0,0,1.0,0.0,346,818,4046
HumanEval/163,adversarial,gemma-31b:scot,16,0,0,16,1.0,100.0,100.0,0.75,2.4,84.06,4.0,0.066,0,0,0,1.0,0.0,500,2309,4899
HumanEval/155,soa,gemma-31b:cot,13,0,0,13,1.0,100.0,100.0,0.4,2.0,100.0,1.64,0.032,2,0,4,0.0,0.5,125,286,825
HumanEval/139,adversarial,gemma-31b:zero_shot,14,0,0,14,1.0,84.44,75.0,0.0,2.33,78.93,3.4,0.144,9,0,5,0.0,0.725,1913,2859,23700
HumanEval/140,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.57,0.049,3,1,3,0.0,0.517,1255,294,14313
HumanEval/160,consensus,gemma-31b:scot,38,0,0,38,1.0,100.0,100.0,0.0,2.33,84.62,2.46,0.067,13,1,5,0.0,0.792,3405,1370,11004
HumanEval/145,atomic_swarm,gemma-31b:zero_shot,2,1,0,3,0.667,82.61,50.0,1.0,1.67,69.77,0.5,0.016,3,1,4,0.0,0.567,178,46,3710
HumanEval/147,swarm,gemma-31b:few_shot,1,0,0,1,1.0,66.67,50.0,0.0,2.0,81.86,0.24,0.065,1,0,3,0.0,0.425,379,50,1697
HumanEval/141,competitive,gemma-31b:scot,26,0,0,26,1.0,100.0,100.0,0.5,2.0,100.0,1.64,0.066,2,0,4,0.0,0.5,1815,2882,11002
HumanEval/142,hybrid,gemma-31b:cot,16,0,0,16,1.0,100.0,100.0,0.8,2.12,77.67,3.47,0.03,7,1,4,0.0,0.667,3030,1938,14267
HumanEval/150,adversarial,gemma-31b:cot,32,0,0,32,1.0,100.0,100.0,0.5,2.25,81.2,5.5,0.047,10,0,4,0.0,0.7,765,1048,10026
HumanEval/143,coa,gemma-31b:few_shot,7,0,0,7,1.0,92.31,92.0,1.0,2.0,84.26,1.65,0.02,7,0,3,0.111,0.547,431,313,2044
HumanEval/145,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,100.0,0.85,0.062,2,0,4,0.0,0.5,2278,1622,11763
HumanEval/143,soa,gemma-31b:zero_shot,39,4,0,43,0.907,100.0,100.0,1.0,1.67,90.17,3.15,0.017,3,0,4,0.0,0.525,377,1443,3326
HumanEval/153,coa,gemma-31b:scot,8,0,0,8,1.0,93.75,83.33,0.4,2.78,77.98,1.81,0.044,18,1,3,0.0,0.692,533,266,2286
HumanEval/146,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.5,2.0,68.45,0.62,0.164,2,1,3,0.333,0.408,1661,479,38214
HumanEval/161,soa,gemma-31b:cot,16,0,0,16,1.0,100.0,100.0,0.667,2.0,100.0,1.11,0.058,2,0,4,0.0,0.5,619,1432,7414
HumanEval/140,consensus,gemma-31b:few_shot,39,0,0,39,1.0,100.0,100.0,0.5,1.5,99.12,3.79,0.016,3,1,5,0.0,0.617,1705,1530,6820
HumanEval/142,competitive,gemma-31b:zero_shot,11,0,0,11,1.0,100.0,100.0,0.6,2.5,79.84,2.58,0.097,5,1,4,0.0,0.617,977,1011,6712
HumanEval/146,actor_critic,gemma-31b:zero_shot,13,0,0,13,1.0,71.88,60.0,0.0,3.33,86.05,4.08,0.234,4,0,4,0.0,0.55,1635,1388,15064
HumanEval/155,actor_critic,gemma-31b:scot,18,0,0,18,1.0,100.0,100.0,0.6,2.0,100.0,3.27,0.076,2,0,4,0.0,0.5,1200,680,3482
HumanEval/154,swarm,gemma-31b:scot,2,0,0,2,1.0,83.33,75.0,0.75,2.0,91.79,0.82,0.113,4,0,3,0.0,0.5,1461,2004,14513
HumanEval/161,swarm,gemma-31b:cot,3,0,0,3,1.0,83.33,75.0,0.333,2.0,79.74,0.47,0.072,2,0,4,0.0,0.5,930,2217,8120
HumanEval/146,hybrid,gemma-31b:zero_shot,27,0,0,27,1.0,71.88,60.0,0.0,3.33,85.18,4.46,0.212,4,0,4,0.0,0.55,2705,3283,11942
HumanEval/156,baseline,gemma-31b:few_shot,25,1,0,26,0.962,100.0,100.0,1.0,2.0,56.18,2.84,0.031,7,0,4,0.0,0.625,1339,1817,9222
HumanEval/149,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.75,2.0,100.0,0.57,0.02,2,0,4,0.0,0.5,617,971,3624
HumanEval/155,baseline,gemma-31b:zero_shot,14,0,0,14,1.0,100.0,100.0,1.0,3.5,96.04,2.45,0.039,3,0,4,0.0,0.525,359,426,4793
HumanEval/144,consensus,gemma-31b:zero_shot,49,0,0,49,1.0,100.0,100.0,0.0,2.0,81.86,4.15,0.031,2,0,4,0.0,0.5,1938,1815,10633
HumanEval/149,consensus,gemma-31b:zero_shot,16,0,0,16,1.0,100.0,100.0,0.75,2.55,71.72,2.76,0.035,17,2,4,0.0,0.783,2570,1091,6898
HumanEval/147,swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,87.93,1.12,0.103,3,0,3,0.0,0.475,1353,1628,10938
HumanEval/161,soa,gemma-31b:few_shot,18,0,0,18,1.0,100.0,100.0,0.667,2.0,81.86,1.21,0.043,2,1,4,0.0,0.542,1935,3448,21994
HumanEval/160,consensus,gemma-31b:few_shot,35,0,0,35,1.0,100.0,100.0,0.0,2.4,85.5,2.58,0.03,8,1,4,0.0,0.692,3909,2018,16015
HumanEval/155,consensus,gemma-31b:cot,24,0,0,24,1.0,100.0,100.0,0.4,2.0,81.86,2.64,0.111,2,0,4,0.0,0.5,927,381,2835
HumanEval/145,swarm,gemma-31b:few_shot,0,3,0,3,0.0,100.0,100.0,1.0,2.0,100.0,0.7,0.066,2,0,4,0.0,0.5,669,437,8280
HumanEval/141,adversarial,gemma-31b:scot,33,1,0,34,0.971,100.0,100.0,1.0,3.0,86.73,3.0,0.032,6,1,4,0.0,0.642,1329,1867,6972
HumanEval/160,swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,99.02,0.46,0.05,6,1,3,0.0,0.592,337,267,910
HumanEval/149,coa,gemma-31b:zero_shot,9,0,0,9,1.0,100.0,100.0,0.75,2.33,80.49,1.57,0.028,10,1,3,0.0,0.692,1046,1045,5694
HumanEval/155,hybrid,gemma-31b:few_shot,26,0,0,26,1.0,100.0,100.0,0.4,2.0,100.0,3.55,0.096,2,0,4,0.0,0.5,2244,1815,8992
HumanEval/139,self_healing,gemma-31b:zero_shot,11,0,0,11,1.0,86.0,80.0,0.0,2.33,78.74,3.8,0.268,7,0,5,0.0,0.675,1297,1360,9922
HumanEval/139,coa,gemma-31b:scot,8,0,0,8,1.0,100.0,100.0,0.25,1.62,86.11,2.2,0.031,6,1,4,0.25,0.579,829,1208,6349
HumanEval/144,adversarial,gemma-31b:few_shot,20,0,0,20,1.0,100.0,100.0,0.25,3.0,81.9,4.15,0.071,12,0,4,0.0,0.7,512,1521,3999
HumanEval/150,self_healing,gemma-31b:cot,0,0,0,0,0.0,16.67,0.0,1.0,4.0,95.04,1.3,0.728,0,0,0,1.0,0.0,1227,648,5779
HumanEval/147,swarm,gemma-31b:scot,2,0,0,2,1.0,92.86,50.0,0.25,2.0,74.56,1.12,0.073,2,0,3,0.0,0.45,1493,2910,8868
HumanEval/139,consensus,gemma-31b:scot,14,3,0,17,0.824,100.0,100.0,1.0,1.6,57.27,2.2,0.088,7,0,5,0.0,0.675,2210,2464,13003
HumanEval/161,actor_critic,gemma-31b:scot,20,0,0,20,1.0,100.0,100.0,0.667,2.0,93.23,2.42,0.06,2,0,4,0.0,0.5,675,2,2170
HumanEval/162,competitive,gemma-31b:cot,0,0,1,1,0.0,,,1.0,2.0,59.05,3.82,0.104,6,1,4,0.0,0.642,152,649,1936
HumanEval/141,coa,gemma-31b:cot,9,0,0,9,1.0,100.0,100.0,0.5,3.89,71.78,2.14,0.018,21,0,3,0.0,0.65,288,286,2103
HumanEval/157,adversarial,gemma-31b:few_shot,6,4,0,10,0.6,88.89,89.0,1.0,3.5,78.31,3.91,0.033,14,1,4,0.0,0.742,514,818,6460
HumanEval/145,hybrid,gemma-31b:scot,11,4,0,15,0.733,97.37,100.0,1.0,2.75,75.59,3.0,0.032,14,2,4,0.0,0.783,2664,3284,13409
HumanEval/161,adversarial,gemma-31b:few_shot,8,0,0,8,1.0,100.0,100.0,0.667,3.88,61.49,2.37,0.114,22,1,3,0.0,0.692,768,692,9861
HumanEval/160,coa,gemma-31b:few_shot,9,0,0,9,1.0,100.0,100.0,0.0,2.22,79.29,1.65,0.058,20,1,3,0.0,0.692,1380,946,8237
HumanEval/141,adversarial,gemma-31b:cot,39,0,0,39,1.0,100.0,100.0,0.25,2.0,100.0,2.45,0.03,2,0,4,0.0,0.5,0,0,0
HumanEval/140,soa,gemma-31b:few_shot,26,0,0,26,1.0,100.0,100.0,0.0,2.0,100.0,2.71,0.018,2,1,4,0.0,0.542,690,465,5019
HumanEval/148,self_healing,gemma-31b:cot,0,0,0,0,0.0,12.5,0.0,1.0,5.0,75.72,1.38,0.63,0,0,0,1.0,0.0,859,413,6700
HumanEval/149,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.75,2.0,69.94,0.38,0.044,3,1,3,0.0,0.517,434,792,3629
HumanEval/148,swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,73.15,0.48,0.089,4,0,4,0.0,0.55,3007,4086,16552
HumanEval/148,hybrid,gemma-31b:few_shot,31,0,0,31,1.0,100.0,100.0,0.25,2.5,86.54,2.62,0.028,9,0,4,0.0,0.675,4452,4839,19441
HumanEval/144,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,33.33,33.0,1.0,1.0,64.8,1.15,0.825,0,0,0,1.0,0.0,805,265,2182
HumanEval/152,baseline,gemma-31b:scot,9,0,0,9,1.0,100.0,100.0,0.0,2.25,67.01,3.31,0.038,7,2,4,0.0,0.708,2252,4254,10335
HumanEval/148,actor_critic,gemma-31b:scot,27,0,0,27,1.0,100.0,100.0,0.5,3.33,84.74,2.52,0.06,6,2,4,0.0,0.683,734,2,2526
HumanEval/154,consensus,gemma-31b:few_shot,53,1,0,54,0.981,100.0,100.0,1.0,3.5,79.55,4.88,0.039,13,0,4,0.0,0.7,3524,1034,10423
HumanEval/158,competitive,gemma-31b:scot,25,0,0,25,1.0,100.0,100.0,0.667,1.8,92.97,3.13,0.05,6,0,4,0.0,0.6,729,2034,4672
HumanEval/147,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.47,0.052,3,0,3,0.0,0.475,231,32,2111
HumanEval/147,competitive,gemma-31b:scot,16,1,0,17,0.941,100.0,100.0,1.0,1.86,84.51,2.65,0.052,8,0,4,0.0,0.65,506,1349,4771
HumanEval/150,baseline,gemma-31b:scot,17,0,0,17,1.0,100.0,100.0,0.5,2.4,83.74,4.7,0.051,10,0,4,0.0,0.7,714,1836,4174
HumanEval/148,consensus,gemma-31b:zero_shot,29,0,0,29,1.0,100.0,100.0,0.25,3.33,77.14,2.29,0.044,13,0,4,0.0,0.7,2289,586,5227
HumanEval/151,atomic_swarm,gemma-31b:scot,1,2,0,3,0.333,100.0,100.0,1.0,2.33,65.42,0.6,0.244,4,1,3,0.0,0.542,1263,2286,6752
HumanEval/141,consensus,gemma-31b:cot,57,0,0,57,1.0,100.0,100.0,0.25,2.0,98.74,3.09,0.042,1,0,4,0.0,0.475,1760,761,4202
HumanEval/156,baseline,gemma-31b:cot,40,0,0,40,1.0,100.0,100.0,0.333,2.5,86.71,2.95,0.029,3,0,4,0.0,0.525,437,958,2877
HumanEval/146,competitive,gemma-31b:few_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.088,0,0,0,1.0,0.0,326,1276,2943
HumanEval/145,baseline,gemma-31b:scot,9,4,0,13,0.692,97.62,100.0,1.0,2.64,71.61,3.2,0.034,0,0,0,1.0,0.0,1931,3489,20824
HumanEval/150,hybrid,gemma-31b:zero_shot,31,0,0,31,1.0,91.43,100.0,0.25,2.67,79.53,6.9,0.111,11,0,4,0.0,0.7,3793,4648,24540
HumanEval/161,actor_critic,gemma-31b:cot,16,2,0,18,0.889,100.0,100.0,1.0,2.0,82.44,2.05,0.044,4,0,5,0.0,0.6,736,40,3274
HumanEval/154,coa,gemma-31b:zero_shot,8,0,0,8,1.0,100.0,100.0,0.5,3.38,76.15,2.12,0.049,25,1,3,0.0,0.692,757,540,4272
HumanEval/154,soa,gemma-31b:few_shot,26,2,0,28,0.929,100.0,100.0,1.0,3.0,93.86,3.0,0.057,2,0,4,0.0,0.5,545,988,7481
HumanEval/140,adversarial,gemma-31b:cot,27,0,0,27,1.0,100.0,100.0,0.0,1.5,100.0,4.14,0.038,4,1,5,0.0,0.642,378,661,9524
HumanEval/159,adversarial,gemma-31b:few_shot,13,0,0,13,1.0,100.0,100.0,0.2,3.25,80.21,1.45,0.032,12,0,4,0.0,0.7,1153,2124,9910
HumanEval/160,actor_critic,gemma-31b:zero_shot,22,0,0,22,1.0,69.57,50.0,0.0,2.0,89.32,2.15,0.194,4,1,4,0.0,0.592,1137,277,2084
HumanEval/163,swarm,gemma-31b:zero_shot,2,0,0,2,1.0,100.0,100.0,0.5,2.0,74.61,0.55,0.085,4,0,3,0.0,0.5,1318,352,2710
HumanEval/151,atomic_swarm,gemma-31b:cot,2,1,0,3,0.667,100.0,100.0,1.0,2.0,67.75,0.53,0.047,3,0,3,0.0,0.475,704,963,5411
HumanEval/140,adversarial,gemma-31b:scot,22,1,0,23,0.957,100.0,100.0,1.0,2.33,88.84,3.93,0.028,3,0,4,0.0,0.525,237,1050,1907
HumanEval/163,hybrid,gemma-31b:zero_shot,30,0,0,30,1.0,91.67,92.0,0.0,3.0,78.9,6.0,0.044,9,0,4,0.0,0.675,1794,1779,5178
HumanEval/147,baseline,gemma-31b:scot,10,0,0,10,1.0,100.0,100.0,0.25,2.0,87.06,2.47,0.033,5,0,4,0.0,0.575,2108,3294,8409
HumanEval/151,baseline,gemma-31b:cot,16,3,0,19,0.842,100.0,100.0,1.0,2.0,91.3,2.73,0.107,1,0,4,0.0,0.475,790,860,5146
HumanEval/152,coa,gemma-31b:few_shot,7,0,0,7,1.0,96.15,96.0,0.0,2.25,80.48,2.46,0.018,12,2,3,0.125,0.702,823,560,3973
HumanEval/153,hybrid,gemma-31b:zero_shot,13,2,0,15,0.867,69.81,50.0,1.0,2.57,77.4,2.44,0.078,0,0,0,1.0,0.0,1980,1093,5289
HumanEval/163,self_healing,gemma-31b:scot,0,0,0,0,0.0,37.5,38.0,1.0,4.0,77.66,1.09,0.854,0,0,0,1.0,0.0,779,1498,4869
HumanEval/147,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.47,0.053,3,0,3,0.0,0.475,845,91,4724
HumanEval/147,competitive,gemma-31b:cot,23,1,0,24,0.958,100.0,100.0,1.0,2.4,82.16,2.82,0.046,7,0,4,0.0,0.625,1110,3010,13757
HumanEval/149,soa,gemma-31b:cot,10,2,0,12,0.833,100.0,100.0,1.0,1.5,100.0,1.86,0.028,2,0,4,0.0,0.5,599,602,2280
HumanEval/151,hybrid,gemma-31b:scot,23,4,0,27,0.852,100.0,100.0,1.0,2.14,81.22,4.93,0.03,8,0,4,0.0,0.65,1972,1681,4905
HumanEval/151,swarm,gemma-31b:few_shot,0,3,0,3,0.0,87.5,75.0,1.0,2.0,79.74,0.6,0.039,2,0,4,0.0,0.5,453,1137,3501
HumanEval/157,competitive,gemma-31b:scot,18,4,0,22,0.818,100.0,100.0,1.0,2.0,100.0,3.0,0.017,1,0,4,0.0,0.475,177,483,1030
HumanEval/159,soa,gemma-31b:cot,18,0,0,18,1.0,100.0,100.0,0.2,2.0,100.0,1.0,0.038,2,0,4,0.0,0.5,360,501,1700
HumanEval/159,competitive,gemma-31b:few_shot,17,0,0,17,1.0,100.0,100.0,0.2,2.0,100.0,0.93,0.041,2,0,4,0.0,0.5,529,478,3345
HumanEval/163,coa,gemma-31b:scot,9,0,0,9,1.0,100.0,100.0,0.75,2.56,78.39,3.18,0.085,10,0,3,0.0,0.65,332,349,2172
HumanEval/143,competitive,gemma-31b:few_shot,16,2,0,18,0.889,95.65,100.0,1.0,2.6,87.24,2.4,0.021,7,1,4,0.0,0.667,819,2068,6867
HumanEval/142,consensus,gemma-31b:cot,14,0,0,14,1.0,100.0,100.0,0.6,2.33,77.02,2.89,0.046,11,2,4,0.0,0.783,6540,5154,18496
HumanEval/144,actor_critic,gemma-31b:few_shot,33,0,0,33,1.0,87.5,88.0,0.0,1.25,86.16,5.69,0.051,6,0,5,0.0,0.65,7807,5156,21363
HumanEval/154,coa,gemma-31b:few_shot,8,0,0,8,1.0,95.92,87.5,0.5,3.5,73.57,2.35,0.018,22,1,3,0.0,0.692,569,787,3373
HumanEval/148,self_healing,gemma-31b:scot,0,0,0,0,0.0,15.0,0.0,1.0,3.0,78.82,1.14,0.72,0,0,0,1.0,0.0,1278,1124,5473
HumanEval/142,baseline,gemma-31b:zero_shot,10,0,0,10,1.0,100.0,100.0,0.4,2.38,77.91,2.68,0.048,9,2,4,0.0,0.758,226,1041,2632
HumanEval/148,baseline,gemma-31b:cot,0,0,1,1,0.0,,,1.0,3.67,86.5,3.14,0.042,6,0,4,0.0,0.6,324,838,2143
HumanEval/139,baseline,gemma-31b:cot,11,0,0,11,1.0,100.0,100.0,0.25,2.0,84.82,2.6,0.082,7,0,4,0.0,0.625,654,956,3764
HumanEval/157,coa,gemma-31b:zero_shot,6,1,0,7,0.857,100.0,100.0,1.0,3.14,75.13,3.91,0.042,35,1,4,0.0,0.742,669,697,4790
HumanEval/152,baseline,gemma-31b:few_shot,8,0,0,8,1.0,100.0,100.0,0.0,2.75,70.53,2.92,0.051,18,2,3,0.0,0.733,467,747,1832
HumanEval/155,coa,gemma-31b:zero_shot,9,0,0,9,1.0,100.0,100.0,0.4,3.22,63.5,3.09,0.067,19,1,3,0.0,0.692,504,539,3913
HumanEval/157,soa,gemma-31b:few_shot,18,4,0,22,0.818,100.0,100.0,1.0,2.0,100.0,2.91,0.053,1,0,4,0.0,0.475,319,446,1557
HumanEval/156,atomic_swarm,gemma-31b:few_shot,2,1,0,3,0.667,100.0,100.0,1.0,1.67,69.77,0.53,0.074,3,1,4,0.0,0.567,168,46,1716
HumanEval/146,soa,gemma-31b:cot,14,1,0,15,0.933,100.0,100.0,1.0,2.33,95.47,2.08,0.087,4,0,4,0.0,0.55,351,616,2345
HumanEval/148,competitive,gemma-31b:few_shot,19,0,0,19,1.0,100.0,100.0,0.25,2.33,77.25,1.48,0.044,8,0,4,0.0,0.65,537,1049,2377
HumanEval/148,competitive,gemma-31b:scot,19,0,0,19,1.0,100.0,100.0,0.25,2.0,69.64,1.43,0.051,6,0,4,0.0,0.6,806,1708,4335
HumanEval/148,consensus,gemma-31b:few_shot,0,0,1,1,0.0,,,1.0,2.67,84.93,3.1,0.037,9,1,4,0.0,0.717,1915,764,4581
HumanEval/154,consensus,gemma-31b:scot,0,0,0,0,0.0,11.11,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,2597,0,35362
HumanEval/145,competitive,gemma-31b:zero_shot,10,0,0,10,1.0,100.0,100.0,0.0,2.4,72.03,2.6,0.038,14,1,3,0.0,0.692,565,1885,7736
HumanEval/157,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,30.0,0.0,1.0,4.0,69.9,1.45,0.711,0,0,0,1.0,0.0,1519,942,6539
HumanEval/143,hybrid,gemma-31b:few_shot,15,0,0,15,1.0,100.0,100.0,1.0,2.5,82.85,2.3,0.028,9,0,4,0.0,0.675,2923,1813,6426
HumanEval/156,actor_critic,gemma-31b:cot,43,6,0,49,0.878,100.0,100.0,1.0,1.33,87.41,3.21,0.036,6,0,5,0.0,0.65,742,2,1969
HumanEval/161,self_healing,gemma-31b:scot,0,0,0,0,0.0,15.79,0.0,1.0,3.0,85.18,0.79,0.749,0,0,0,1.0,0.0,3060,3031,14714
HumanEval/156,coa,gemma-31b:cot,8,0,0,8,1.0,100.0,100.0,0.333,3.25,62.45,2.26,0.046,17,0,4,0.0,0.7,2434,2804,10935
HumanEval/141,hybrid,gemma-31b:cot,55,1,0,56,0.982,100.0,100.0,1.0,3.0,93.98,3.73,0.037,5,0,4,0.0,0.575,1764,1188,4985
HumanEval/153,actor_critic,gemma-31b:cot,12,1,0,13,0.923,97.44,83.33,1.0,2.11,80.85,1.78,0.049,18,1,4,0.0,0.742,1489,1207,7363
HumanEval/150,actor_critic,gemma-31b:few_shot,4,0,0,4,1.0,100.0,100.0,0.5,4.75,76.2,2.9,0.075,30,2,3,0.0,0.733,1110,139,5156
HumanEval/143,soa,gemma-31b:cot,14,1,0,15,0.933,100.0,100.0,1.0,2.0,99.14,2.05,0.054,3,1,4,0.0,0.567,813,1308,3967
HumanEval/148,coa,gemma-31b:scot,7,0,0,7,1.0,100.0,100.0,0.5,4.29,72.86,2.38,0.014,19,2,3,0.0,0.733,267,197,1050
HumanEval/148,consensus,gemma-31b:cot,27,0,0,27,1.0,100.0,100.0,0.25,3.0,100.0,2.52,0.038,6,0,4,0.0,0.6,2577,1849,10897
HumanEval/142,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,12.5,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,1682,389,6331
HumanEval/159,actor_critic,gemma-31b:cot,12,2,0,14,0.857,100.0,100.0,1.0,2.0,100.0,1.1,0.06,2,0,4,0.0,0.5,1626,450,9144
HumanEval/163,self_healing,gemma-31b:cot,0,0,0,0,0.0,42.86,43.0,1.0,4.0,66.64,1.0,0.858,0,0,0,1.0,0.0,793,195,5414
HumanEval/154,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,92.31,87.5,0.75,2.0,69.94,0.47,0.052,5,1,3,0.0,0.567,815,837,7802
HumanEval/144,swarm,gemma-31b:zero_shot,2,0,0,2,1.0,100.0,100.0,0.0,2.0,99.93,0.92,0.051,4,0,3,0.0,0.5,2452,2167,17828
HumanEval/149,baseline,gemma-31b:zero_shot,0,0,0,0,0.0,20.0,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,252,0,33017
HumanEval/161,coa,gemma-31b:cot,8,0,0,8,1.0,100.0,100.0,0.667,3.5,68.71,1.89,0.088,15,1,3,0.125,0.66,170,104,768
HumanEval/148,consensus,gemma-31b:scot,52,0,0,52,1.0,100.0,100.0,0.25,2.0,83.86,3.62,0.037,5,0,4,0.0,0.575,1920,862,3989
HumanEval/153,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,92.31,66.67,0.4,2.0,69.94,0.3,0.118,5,0,3,0.0,0.525,334,47,3210
HumanEval/163,soa,gemma-31b:scot,12,0,0,12,1.0,100.0,100.0,1.0,2.0,100.0,1.55,0.078,2,0,4,0.0,0.5,313,309,2184
HumanEval/141,baseline,gemma-31b:few_shot,28,0,0,28,1.0,100.0,100.0,0.25,2.0,88.77,2.45,0.031,7,0,4,0.6,0.475,461,638,1663
HumanEval/147,actor_critic,gemma-31b:cot,14,0,0,14,1.0,87.76,70.0,1.0,2.67,75.08,4.0,0.038,3,0,4,0.0,0.525,2350,2662,16916
HumanEval/163,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,37.5,38.0,1.0,4.0,77.66,1.09,0.854,0,0,0,1.0,0.0,2263,739,8621
HumanEval/159,swarm,gemma-31b:cot,2,0,0,2,1.0,100.0,100.0,0.0,2.0,100.0,0.38,0.046,3,1,3,0.0,0.517,2734,3189,17104
HumanEval/161,swarm,gemma-31b:scot,3,0,0,3,1.0,83.33,75.0,0.0,2.0,100.0,0.68,0.067,2,0,4,0.0,0.5,742,1314,5350
HumanEval/140,hybrid,gemma-31b:few_shot,25,0,0,25,1.0,100.0,100.0,0.25,2.0,100.0,3.0,0.051,2,0,4,0.0,0.5,1850,1065,4748
HumanEval/148,hybrid,gemma-31b:zero_shot,30,0,0,30,1.0,84.78,66.67,0.0,2.67,74.58,4.1,0.294,5,1,5,0.0,0.667,2240,1202,4362
HumanEval/139,actor_critic,gemma-31b:cot,10,4,0,14,0.714,93.1,100.0,1.0,1.6,89.52,3.4,0.053,9,0,5,0.0,0.725,1375,549,16270
